,Location,Average Salary by Location,Occupation,Average Salary for Each Occupation by Location,Average National Salary for Each Occupation
226,"Houston City (Far Northeast) PUMA, TX",57834.71741217444,"Firstline supervisors of mechanics, installers, & repairers",402512.65454545454,55421.74534635547
227,"Irving (North), Coppell & Carrollton (Southwest) Cities PUMA, TX",57825.98538164768,Advertising sales agents,310975.5748031496,59021.9754631948
228,"Ridgewood, Glendale & Middle Village PUMA, NY",57798.96010524854,Dentists,668644.0,127707.80053807772
229,"Framingham Town, Marlborough City & Natick Town PUMA, MA",57797.90347971717,"Securities, commodities, & financial services sales agents",359649.45,116457.02855852002
230,"Middlesex County (Southeast) PUMA, NJ",57797.56209364545,Financial analysts,645342.8468468469,99633.71762472302
231,"West Chester Borough PUMA, PA",57742.555012729164,Physicians,492365.1629955947,206831.79290917717
232,"Delaware County (West) PUMA, PA",57701.21024307267,Physicians,338650.69696969696,206831.79290917717
233,"West Ridge, Lincoln Square & North Center PUMA, IL",57673.28980599565,Other financial clerks,550111.7108433734,76459.69278730197
234,"Columbia (East), Ellicott City (Southeast) & Elkridge PUMA, MD",57592.410706897565,Facilities managers,265658.9411764706,63234.3637466893
235,"Suffolk County (East) PUMA, NY",57569.38022499662,"Agents & business managers of artists, performers, & athletes",354583.9292035398,52365.18566942112
236,"Washtenaw County (West, Northeast & Southeast) PUMA, MI",57514.41173681321,Electrical powerline installers & repairers,432592.4230769231,65493.39119757196
237,"Miami City (East) & Key Biscayne Village PUMA, FL",57489.20899094447,"News analysts, reporters, and journalists",482234.2,55210.178798093686
238,"Broadview Heights, North Royalton & Strongsville Cities PUMA, OH",57386.460035779164,Biomedical & agricultural engineers,437657.9220779221,78561.54284776543
239,"Bay Ridge & Dyker Heights PUMA, NY",57378.78962106354,Loan interviewers & clerks,668644.0,41311.80037528319
240,"Dallas (West Central), University Park Cities & Highland Park Town PUMA, TX",57347.163825675045,"Securities, commodities, & financial services sales agents",355454.3661971831,116457.02855852002
241,"San Jose (Northwest) & Santa Clara Cities PUMA, CA",57328.45095975869,Surgeons,572399.7974683545,282720.32402206364
242,"Fairland, Calverton, White Oak & Burtonsville PUMA, MD",57245.234722075715,Dentists,508574.701754386,127707.80053807772
243,"Delaware County PUMA, OH",57243.46078575774,Sales engineers,437657.9142857143,108780.47602985433
244,"Brentwood & Oakley Cities PUMA, CA",57223.61519734032,Sales engineers,263405.22641509434,108780.47602985433
245,"East Harlem PUMA, NY",57204.72605630711,Surgeons,668644.0,282720.32402206364
246,"Champlin, Rogers Cities & Lake Minnetonka PUMA, MN",57159.87017996851,Physician assistants,493378.253968254,92251.10058815022
247,"Capitol Hill PUMA, WA",57141.11419042998,Cost estimators,400834.73575129535,58963.60741807346
248,"Brookhaven Town (North) PUMA, NY",57115.14146277985,Surgeons,521021.3095238095,282720.32402206364
249,"Fulton County (East)Atlanta City (Southeast) PUMA, GA",57106.83362806304,Magnetic resonance imaging technologists,477168.6857142857,100650.60025262598
250,"Kane County (West) PUMA, IL",57096.18326914468,Purchasing managers,411104.27508090617,74013.09656763387
251,"Milton Township PUMA, IL",56789.184263029274,Personal financial advisors,349855.4690082645,110943.36940078795
252,"Oakland County (Northeast) PUMA, MI",56784.825336387155,Purchasing managers,432592.4123711341,74013.09656763387
253,"Colorado Springs City (North) & Monument Town PUMA, CO",56779.26010297441,Commercial and industrial designers,504522.3087248322,64670.474974791454
254,"Frederick County (Outside Greater Frederick City) PUMA, MD",56727.54353694983,Other financial specialists,508574.68493150687,98080.72862112064
255,"Mission Bend (Southwest), Cinco Ranch & Four Corners PUMA, TX",56708.25248219209,"Lawyers, & judges, magistrates, & other judicial workers",474129.4065934066,124478.50814810928
256,"Amesbury Town City PUMA, MA",56702.182200439776,Physicians,404755.16582914576,206831.79290917717
257,"Edmond & Oklahoma City (North Central) Cities PUMA, OK",56674.486849823166,"Other engineering technologists and technicians, except drafters",418409.0833333333,50386.275107003865
258,"Willow Grove, Horsham & Montgomeryville PUMA, PA",56658.4896630351,Physicians,492365.1444444445,206831.79290917717
259,"Takoma Park City & Silver Spring PUMA, MD",56618.941904587715,"Entertainers & performers, sports & related workers, all other",273536.18859649124,20966.251639698374
260,"Sunnyside & Woodside PUMA, NY",56616.06065134938,Coaches and scouts,379911.36,23108.58017214645
261,"Maine, Norwood Park Townships & Chicago CityEdison Park PUMA, IL",56609.526406743615,Information security analysts,550111.7108433734,99255.28312032484
262,"Castro Valley, San Lorenzo & Ashland PUMA, CA",56546.833258190025,Aircraft mechanics & service technicians,572399.8148148148,49816.739380129606
263,"Rutherford, North Arlington & Hasbrouck Heights Boroughs PUMA, NJ",56529.795827940485,Correspondence clerks & order clerks,319125.5555555556,25475.875527645385
264,"Frankfort, Homer & New Lenox (North) Townships PUMA, IL",56523.583586035864,Dental hygienists,550111.661971831,45805.26850247612
265,"Woburn, Melrose Cities, Saugus, Wakefield & Stoneham Towns PUMA, MA",56482.347645640184,Market research analysts & marketing specialists,480995.2229299363,67737.87609580542
266,"Castle Rock Town PUMA, CO",56474.29523145699,Surgeons,504522.3188405797,282720.32402206364
267,"Lake Forest, Irvine (North) Cities & Silverado PUMA, CA",56445.64861485155,Physician assistants,572399.8279569893,92251.10058815022
268,"Norristown Borough PUMA, PA",56427.15618853738,Market research analysts & marketing specialists,307728.2213541667,67737.87609580542
269,"Columbus (Far Northwest), Dublin & Hilliard (North) Cities PUMA, OH",56382.59387287632,Surgeons,437657.9240506329,282720.32402206364
270,"Dorchester & South Boston PUMA, MA",56318.094156032006,Chief executives & legislators,322686.5825,141283.83645852594
271,"Troy & Rochester Area PUMA, MI",56300.49320475096,Nuclear medicine technologists and medical dosimetrists,432592.42553191487,132946.1370184876
272,"Cobb County (Northeast) PUMA, GA",56291.93127616214,Diagnostic medical sonographers,477168.69696969696,73862.48732493505
273,"Richmond (North), Hercules & El Cerrito Cites PUMA, CA",56258.25104690982,Compensation & benefits managers,572399.8156682028,78976.88495217955
274,"Corona City (South), Woodcrest & Home Gardens PUMA, CA",56234.31511854413,Surgeons,572399.8032786886,282720.32402206364
275,"Bel Air Town, Fallston & Jarrettsville PUMA, MD",56214.992843122986,"Wholesale & retail buyers, except farm products",508574.68493150687,34179.94080459817
276,"Waukesha County (West) PUMA, WI",56206.89151380958,Financial analysts,444749.5945945946,99633.71762472302
277,"Hartford County (North) PUMA, CT",56142.13881562219,Actuaries,727403.6296296297,131082.8818200338
278,"East Haven, Branford, Guilford, Madison & North Branford Towns PUMA, CT",56134.392382358026,Natural sciences managers,405238.796460177,87041.6083510504
279,"Tomball City & The Woodlands (Southwest) PUMA, TX",56067.48810338883,Real estate brokers & sales agents,316503.83952702704,43001.75341421511
280,"North Plainfield & Somerville Boroughs PUMA, NJ",56060.694923095674,Other financial specialists,243143.29166666663,98080.72862112064
281,"District of Columbia (North) PUMA, DC",55980.25502387026,Sales managers,319417.51296829974,106611.873312147
282,"East Orange City PUMA, NJ",55915.40589914271,Surgeons,645342.8095238095,282720.32402206364
283,"Coatesville City PUMA, PA",55904.75868543511,"Plumbers, pipefitters, and steamfitters",492365.15555555554,42818.8588668122
284,"South of I-635 & West of US-75 PUMA, TX",55900.81296763184,Surgeons,474129.40579710144,282720.32402206364
285,"Louisville/Jefferson County (Northeast) PUMA, KY",55896.65332533059,Surgeons,403212.6111111111,282720.32402206364
286,"Elk Grove & Wheeling (Southwest) Townships PUMA, IL",55849.43813957182,Human resources managers,363609.7207792208,72391.03540336741
287,"Plymouth County (Central) PUMA, MA",55824.528183727496,Aircraft pilots & flight engineers,356652.3458333333,115613.87787785068
288,"North Richland Hills (North) & Keller Cities PUMA, TX",55816.618296756504,"Transportation, storage, & distribution managers",474129.4035087719,53695.69069794224
289,"Bowie City, Kettering, Largo, Mitchellville & Lanham PUMA, MD",55804.41622254969,"Pressers, textile, garment, & related materials",508574.679245283,16193.32000426246
290,"Mercer County (South) PUMA, NJ",55789.509803803834,Magnetic resonance imaging technologists,645342.8333333334,100650.60025262598
291,"Orange & Villa Park Cities PUMA, CA",55778.30716799062,Sales managers,572399.8333333334,106611.873312147
292,"Long Branch, Asbury Park Cities & Eatontown Borough PUMA, NJ",55771.71620895255,Insurance sales agents,645342.8148148148,53854.68649385349
293,"Middlesex County PUMA, CT",55742.01664491907,Other psychologists,317099.3725490196,53563.49249437002
294,"Worcester County (East Central) PUMA, MA",55704.59820545556,Diagnostic medical sonographers,628120.1132075472,73862.48732493505
295,"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns PUMA, CT",55695.709931771016,Other financial clerks,300495.8229166667,76459.69278730197
296,"North of I-10 & Inside Loop I-610 PUMA, TX",55648.19911029077,Human resources managers,474129.4230769231,72391.03540336741
297,"Chester County (South) PUMA, PA",55578.25961812382,Natural sciences managers,492365.1794871795,87041.6083510504
298,"San Antonio City (Far North) & Timberwood Park PUMA, TX",55570.74549540601,"Legal support workers, all other",474129.4,51851.69868932738
299,"Naperville & Winfield (South) Townships PUMA, IL",55564.38704081257,Personal financial advisors,550111.6666666666,110943.36940078795
300,"Hawthorne Borough & Clifton City (Northwest) PUMA, NJ",55553.805908824645,Civil engineers,645342.8148148148,78192.060073669
301,"Huntersville, Cornelius & Davidson Towns PUMA, NC",55525.30090297596,"Agents & business managers of artists, performers, & athletes",418409.0588235294,52365.18566942112
302,"Shakopee, Savage & Prior Lake Cities PUMA, MN",55500.403352775436,Physicians,278601.6856187291,206831.79290917717
303,"Gilbert (South) & Queen Creek Towns PUMA, AZ",55495.390632269984,Cardiovascular technologists and technicians,417395.97660818713,76805.666221549
304,"Roseville City PUMA, CA",55459.805920589744,Physicians,386282.8125,206831.79290917717
305,"Boone & Hamilton (Northwest) Counties PUMA, IN",55450.113912952824,Coaches and scouts,417395.9666666667,23108.58017214645
306,"Midland CountyMidland City PUMA, TX",55412.11650927381,Physicians,474129.4210526316,206831.79290917717
307,"St. Louis County (Central West) PUMA, MO",55371.42853937034,Physicians,349805.5557195572,206831.79290917717
308,"Weymouth Town, Braintree Town Cities, Hingham, Hull & Cohasset Towns PUMA, MA",55370.69056906597,Firstline supervisors of police & detectives,273536.18652849743,72515.40418093909
309,"Carlsbad City PUMA, CA",55359.16685867634,Insurance sales agents,293647.4944237918,53854.68649385349
310,"Chandler City (South) PUMA, AZ",55357.232589972366,Credit counselors & loan officers,244245.64537444932,67871.33144378143
311,"Middlesex County (Outside Lowell City) PUMA, MA",55348.92054959053,"Securities, commodities, & financial services sales agents",365825.1643835616,116457.02855852002
312,"Hackensack & Englewood (West) Cities PUMA, NJ",55291.45128025224,Compensation & benefits managers,645342.794520548,78976.88495217955
313,"Edmonds, Lynnwood & Mountlake Terrace Cities PUMA, WA",55237.66914067563,Advertising sales agents,527823.5769230769,59021.9754631948
314,"Wheaton, Aspen Hill & Glenmont PUMA, MD",55235.028920299206,"Media and communication workers, all other",508574.7027027027,45738.47699453552
315,"Forsyth County PUMA, GA",55230.72088793878,Aerospace engineers,477168.6909090909,93327.5642780684
316,"Plymouth, Marshfield, Scituate, Duxbury & Kingston Towns PUMA, MA",55214.84841247219,Dentists,628120.1367521368,127707.80053807772
317,"Travis County (West, South & Outside Austin City) PUMA, TX",55170.21375976691,Supervisors of transportation & material moving workers,474129.4166666667,46180.44061832814
318,"Parker Town & The Pinery PUMA, CO",55162.84396907861,Credit analysts,504522.3157894737,65046.29732411437
319,"Levittown PUMA, PA",55162.386371341076,"Architects, except landscape and naval",253274.24113475176,77911.62260282584
320,"Scottsdale City (Southeast) & Fountain Hills Town PUMA, AZ",55159.13645707125,Nuclear medicine technologists and medical dosimetrists,417395.9534883721,132946.1370184876
321,"Meriden, Wallingford & North Haven Towns PUMA, CT",55156.06227655678,"Entertainers & performers, sports & related workers, all other",727403.5918367347,20966.251639698374
322,"Allen, Murphy, Plano (East) & Parker Cities PUMA, TX",55125.54498250998,Veterinarians,474129.39130434784,84868.11662911795
323,"West Jordan (West), Herriman & South Jordan (West) Cities PUMA, UT",55095.77693327481,Surgeons,425500.7630057804,282720.32402206364
324,"Ascension Parish PUMA, LA",55053.072884167224,Personal financial advisors,393081.6179775281,110943.36940078795
325,"West Des Moines & Urbandale Cities PUMA, IA",55037.1406954559,Dentists,409291.2,127707.80053807772
326,"Yorba Linda, La Habra & Brea Cities PUMA, CA",55010.76378328815,Adhesive bonding machine operators & tenders,572399.8378378379,25777.913758536943
327,"Huntington Beach City PUMA, CA",54994.855847342005,Property appraisers and assessors,333077.4827586207,48461.502698798846
328,"Franklin Park Borough & Allison Park PUMA, PA",54989.75679463263,Diagnostic medical sonographers,492365.13907284767,73862.48732493505
329,"Montgomery County (Southeast) PUMA, TX",54937.44595140019,"Petroleum, mining & geological engineers, including mining safety engineers",337975.478021978,121965.87102455912
330,"Quincy City & Milton Town PUMA, MA",54925.8779128605,Surgeons,446424.8366013072,282720.32402206364
331,"Centennial (West & Central) & Greenwood Village Cities PUMA, CO",54877.800527487896,Other Physical Scientists,504522.32,73811.74773838854
332,"West Haven, Milford & Orange Towns PUMA, CT",54845.29061135971,Chiropractors,727403.5918367347,58929.317817604286
333,"Palatine & Barrington Townships PUMA, IL",54842.95525773669,Clinical and counseling psychologists,303929.088,51778.568506249576
